UT,Origin,Target,PhaseAngle
865795563,16,6,-7.01
865817855,8,4,38.04
865851336,16,4,-115.82
866033694,4,6,92.58
866111250,4,16,83.76
866478041,5,16,76.73
866664809,15,5,40.62
866733979,5,6,72.25
866741250,15,4,91.60
866981941,6,1,-86.04
867010007,1,16,70.97
867234281,1,4,127.68
867347240,4,8,111.01
867550941,4,15,116.60
867565328,8,5,147.19
867871322,6,4,172.92
867874714,16,4,-153.99
867961022,8,4,20.32
868263501,5,4,-129.92
868284093,16,1,-26.75
868312864,4,1,68.94
868402243,4,16,84.21
868748221,4,6,88.34
869190347,1,6,42.51
869326483,4,5,63.43
869335279,5,8,104.11
869504188,15,4,166.43
869591808,4,8,111.51
869708286,1,4,92.00
869802238,16,4,138.69
869830765,4,15,115.23
870109008,8,4,5.81
870418535,5,15,101.50
870423711,6,4,175.17
870686233,4,16,85.42
870871830,16,5,-171.65
871389946,4,6,87.59
871457421,4,1,77.16
871650879,16,4,44.18
871821293,1,8,99.55
871835764,4,8,111.97
872122044,4,15,112.86
872211703,8,1,-85.54
872263906,8,4,-17.32
872384625,5,4,-74.26
872426870,5,16,81.63
872447010,15,4,-56.45
872546761,6,8,90.99
872633055,1,4,108.57
872766515,4,5,47.28
872963463,4,16,87.19
873095405,8,5,120.94
873168340,15,6,-150.88
873252173,6,5,-152.17
873404854,6,4,-159.97
873434504,16,4,-34.05
873901528,4,6,89.04
874079296,4,8,112.38
874123986,4,1,84.62
874345959,8,6,-55.69
874427793,8,4,-33.64
874429930,1,15,82.76
874431773,4,15,109.26
874854503,15,5,150.47
875164481,16,4,-96.82
875234600,4,16,89.32
875273957,5,8,105.28
875465970,5,6,60.17
875489424,5,4,-165.52
875506945,15,4,23.12
875580882,16,5,109.71
876023261,1,4,128.58
876310798,4,5,72.70
876316793,16,1,-102.02
876322581,4,8,112.74
876335462,6,4,-93.07
876340080,4,6,92.04
876602709,8,4,-48.60
876771560,4,15,104.21
876850204,16,4,-168.98
876862864,1,16,82.62
876982202,4,1,72.26
877034353,5,15,88.33
877500425,4,16,91.66
878305889,5,16,88.52
878325124,1,5,-57.18
878499484,16,4,66.40
878541740,1,4,99.17
878543533,15,4,145.41
878565798,4,8,113.05
878718574,8,5,100.79
878757591,6,4,-96.21
878763468,4,6,95.04
878790535,8,4,-61.29
879143252,5,1,36.75
879158447,4,15,97.73
879295216,5,4,-117.30
879545340,15,1,76.55
879761688,4,16,94.10
879952353,16,5,12.69
880118882,16,4,-52.17
880228613,4,1,74.93
880304746,4,5,59.25
880809122,4,8,113.30
880993054,8,4,-71.00
881002266,6,4,-134.24
881053635,6,5,176.89
881206513,16,6,-95.71
881213426,5,8,106.09
881235546,4,6,95.40
881256841,1,4,97.75
881391775,15,4,-115.25
881603135,4,15,90.94
881692395,8,1,-104.82
881713950,16,4,-129.54
881794849,1,8,101.13
882019054,4,16,96.54
882085905,6,16,81.72
882562652,6,15,29.80
882923475,4,1,84.46
883052731,4,8,113.49
883211872,8,4,-77.26
883261988,6,4,-166.38
883289433,16,4,134.10
883355998,5,4,-70.90
883377542,16,1,151.23
883458173,4,5,59.93
883548929,5,6,72.84
883624645,15,5,-89.67
883846479,4,6,91.67
883923301,5,15,73.86
883965103,15,4,-97.48
884075610,4,15,86.56
884120700,16,5,-96.74
884142782,5,16,95.40
884273087,4,16,98.93
884474059,8,5,88.99
884794317,1,4,128.25
884849423,16,4,-19.19
885296813,4,8,113.62
885448379,8,4,-79.82
885640222,6,4,172.63
885685778,4,1,75.93
886275529,5,4,-164.69
886280406,15,4,-110.08
886397485,16,4,-115.24
886518605,4,15,86.30
886520311,1,16,94.67
886524261,4,16,101.24
886563879,4,6,87.94
886883555,6,1,-78.04
887071020,1,15,62.67
887157838,5,8,106.49
887312521,4,5,71.80
887375472,1,4,106.42
887541564,4,8,113.69
887703766,8,4,-78.71
887936751,16,4,158.12
888172042,16,5,151.00
888251386,6,4,177.21
888404271,15,4,-141.47
888772973,4,16,103.44
888910199,4,15,89.17
888986988,4,1,72.57
889179216,4,6,87.74
889338738,1,6,34.03
889470001,16,4,8.48
889787195,4,8,113.70
889946726,1,4,87.50
889953501,5,16,101.47
889975554,6,5,-154.80
889978863,8,4,-74.32
890034513,16,1,33.55
890097877,15,5,-102.76
890326029,5,4,-105.01
890394261,8,5,87.40
890405517,15,4,171.35
890498936,5,15,80.77
890999729,16,4,-107.82
891019552,4,16,105.52
891258774,4,15,93.48
891264388,4,5,54.51
891305142,6,4,-149.35
891623560,8,1,-107.34
891672541,4,6,89.49
891723331,4,1,83.90
891789175,1,8,101.38
891970137,15,1,81.67
892033935,4,8,113.64
892165473,16,5,35.98
892273462,5,6,59.16
892274237,8,4,-67.33
892337216,15,4,116.89
892528192,16,4,168.82
892539585,6,8,92.56
893111055,5,8,106.45
893148530,1,5,-51.77
893264276,4,16,107.47
893542259,1,4,127.03
893577517,4,15,98.07
893856734,5,1,35.17
893896211,16,6,134.74
894057456,16,4,34.84
894104075,4,6,92.67
894127595,6,4,-87.44
894235530,15,4,40.47
894282037,4,8,113.52
894291768,5,4,-75.36
894348006,4,5,67.23
894424138,4,1,79.04
894590030,8,4,-58.58
894977137,8,6,-45.77
895298447,15,5,-176.81
895507377,4,16,109.29
895589427,16,4,-99.07
895747294,5,16,106.56
895876448,4,15,102.35
896089939,1,16,103.90
896124702,15,4,-53.46
896144525,16,5,-81.88
896206533,1,4,113.17
896494690,6,4,-102.38
896500646,8,5,97.27
896531011,4,6,95.38
896531778,4,8,113.33
896569874,16,1,-86.18
896765396,5,15,94.13
896925977,8,4,-48.82
897125890,16,4,177.50
897213876,5,4,-155.81
897728647,4,1,70.27
897749052,4,16,111.00
897929803,6,5,177.94
898022801,15,4,-129.56
898064968,1,15,88.70
898162229,4,15,106.10
898314340,4,5,70.03
898668526,16,4,67.86
898694695,1,4,81.35
898731514,6,4,-141.38
898783470,4,8,113.07
899021566,4,6,95.00
899076495,5,8,105.96
899281271,8,4,-38.49
899945879,15,4,170.50
899989469,4,16,112.58
900143635,16,5,164.22
900218943,16,4,-80.58
900245537,15,5,102.14
900368139,5,6,73.23
900439255,4,15,109.26
900514704,15,6,-175.04
900521919,4,1,82.97
900576958,15,1,-8.04
900807987,6,16,101.56
901006747,6,4,-169.81
901037453,4,8,112.75
901350604,5,4,-93.49
901529877,5,16,110.74
901654613,8,4,-27.69
901664038,4,6,90.75
901778682,16,4,-165.40
901833113,1,8,100.22
901910105,15,4,132.82
902125576,8,1,-89.72
902193565,4,5,49.53
902228772,4,16,114.06
902259979,1,4,125.19
902710526,4,15,111.88
902796657,8,5,118.62
902930420,5,15,102.78
903156597,16,1,157.85
903187257,4,1,81.37
903294102,4,8,112.35
903349252,16,4,107.67
903416441,6,4,172.51
903932792,15,4,99.43
904044125,8,4,-16.17
904192076,16,5,55.53
904375042,4,6,87.69
904467086,4,16,115.42
904932125,16,4,-36.71
904978224,4,15,113.96
905032507,1,4,118.98
905056821,5,8,105.03
905167809,5,4,-95.24
905305968,4,5,70.83
905453223,15,5,41.97
905553824,4,8,111.89
905616246,1,16,110.48
906033148,15,4,74.23
906097486,6,4,-179.82
906447312,8,4,-4.40
906448738,4,1,68.33
906454882,16,6,2.85
906528781,16,4,-138.55
906683999,6,5,-158.17
906704519,4,16,116.69
906964185,4,6,87.94
906967300,6,15,85.06
907167522,8,15,-118.83
907244080,4,15,115.54
907291322,6,1,-66.04
907305048,5,16,114.13
907481978,1,4,80.23
907750778,1,5,-55.19
907817042,4,8,111.35
908140689,16,4,149.73
908211839,5,4,-144.44
908232715,15,4,59.79
908316606,16,5,-50.42
908461194,5,1,36.91
908702582,1,15,98.54
908861140,8,4,13.85
908941166,4,16,117.86
909074566,5,6,58.40
909096142,5,15,106.28
909139545,1,6,36.03
909191862,6,4,-136.22
909258483,8,5,149.30
909312861,4,5,67.44
909317671,4,1,81.70
909441462,4,6,90.00
909509622,4,15,116.61
909769320,16,4,51.58
909925489,16,1,50.41
910004869,15,1,-55.21
910084180,4,8,110.75
910555756,15,4,58.52
910938637,1,4,122.77
911053428,5,8,103.72
911177109,4,16,118.95
911282052,8,4,34.37
911382388,15,5,24.97
911416219,16,4,-81.23
911776387,4,15,117.12
911867890,4,6,93.29
911904020,6,4,-85.41
911948699,1,8,97.78
911966357,4,1,83.00
912355630,4,8,110.08
912364436,5,4,-83.31
912543394,16,5,-150.11
913028584,15,4,72.42
913066156,4,5,45.27
913075516,5,16,116.85
913082938,16,4,-160.82
913143667,8,1,-55.10
913206357,6,8,85.67
913412424,4,16,119.95
913555110,16,15,122.87
913706059,8,4,62.82
913851147,1,4,123.56
914046141,4,15,117.02
914227815,6,4,-109.22
914300609,4,6,95.61
914631702,4,8,109.36
914771068,16,4,136.38
914810114,6,5,-176.84
915122032,1,16,115.06
915142451,4,1,67.27
915346391,5,15,104.55
915647177,4,16,120.88
915676165,15,4,111.10
915827427,8,5,-175.20
915927557,5,4,-134.30
916128891,8,4,100.60
916290265,4,5,72.46
916293347,1,4,83.14
916321174,4,15,116.18
916462266,6,4,-148.13
916482324,16,4,54.45
916813214,4,6,94.45
916899593,16,5,120.63
916912560,4,8,108.60
916997493,16,1,-44.94
917065767,5,8,102.14
917191108,5,6,73.44
917476222,8,6,-17.01
917881426,4,16,121.74
918108951,4,1,80.10
918218452,16,4,-61.20
918511341,15,4,-135.87
918546187,8,4,141.42
918604788,4,15,114.45
918695689,15,5,85.97
918756110,6,4,-172.03
918843361,5,16,119.03
919198145,4,8,107.82
919234272,5,4,-132.07
919317416,6,16,111.30
919484578,4,6,89.89
919570818,1,4,119.16
919862235,1,15,88.65
919940005,16,6,-100.36
919981342,16,4,-141.24
920115225,4,16,122.52
920304611,4,5,64.08
920755503,4,1,84.03
920902143,4,15,111.64
920953701,8,4,172.52
921201102,6,4,172.74
921415023,16,5,42.28
921488110,4,8,107.04
921510985,15,4,-23.07
921772978,16,4,165.89
921806105,5,15,95.63
922139511,1,8,94.63
922181186,4,6,87.55
922348625,4,16,123.24
922412531,8,5,-140.47
922445167,1,5,-54.81
922660084,1,4,126.68
923090698,5,8,100.47
923221754,4,15,107.50
923258729,5,1,35.70
923347537,8,4,-161.04
923362664,5,4,-75.31
923383293,6,5,-162.08
923595449,16,4,117.82
923781773,4,8,106.29
923807530,4,5,45.83
923810447,4,1,67.86
923849448,15,1,38.98
923963846,6,4,-176.00
924333366,8,1,-16.77
924505817,16,1,-122.49
924581669,4,16,123.91
924582118,15,4,58.50
924610302,5,16,120.73
924621787,1,16,118.15
924745269,4,6,88.19
925118432,1,4,88.64
925451103,16,4,61.17
925577485,4,15,101.86
925724373,8,4,-146.62
925868966,5,6,57.95
926078125,4,8,105.60
926123946,16,5,-25.25
926527159,5,4,-163.69
926814399,4,16,124.51
926893919,4,1,78.21
927057439,6,4,-121.58
927208665,4,6,90.56
927286544,4,5,72.76
927342361,16,4,-12.36
927351320,6,1,-64.28
927563370,15,4,-158.48
927646077,15,5,-130.48
927986759,4,15,95.03
928081657,8,4,-137.38
928164899,1,4,113.03
928375910,4,8,104.99
928614945,5,15,78.92
928618157,15,8,50.41
928618316,1,6,43.35
928910045,8,5,-111.60
929046855,4,16,125.06
929122287,5,8,98.98
929271908,16,4,-83.24
929550760,4,1,84.54
929631880,4,6,93.88
929667613,6,4,-86.29
930265465,5,4,-119.44
930309592,15,4,-103.40
930377873,5,16,122.03
930417729,8,4,-131.98
930448671,4,15,88.81
930673748,4,8,104.49
931067394,16,5,-78.36
931242694,16,4,-131.42
931279073,4,16,125.55
931285301,4,5,60.01
931456608,1,4,128.30
931693086,6,5,-174.48
931958259,6,4,-116.48
931959220,15,6,-93.36
932072822,4,6,95.72
932373204,1,8,91.99
932470978,4,1,70.44
932524202,1,15,59.90
932619496,16,1,-173.63
932731876,8,4,-129.60
932777401,15,4,-99.57
932915485,4,15,85.98
932970288,4,8,104.12
933071229,16,8,-92.78
933257894,16,4,-163.14
933511086,4,16,126.00
933950326,1,4,95.49
934017296,5,6,73.45
934126913,1,16,120.08
934195212,6,4,-154.36
934338706,5,4,-71.06
934467578,4,5,58.06
934611058,4,6,93.75
934988727,6,8,77.26
935010255,15,4,-120.39
935024317,8,4,-129.78
935152583,5,8,97.94
935177397,8,1,7.14
935234458,8,5,-93.02
935239069,15,5,-83.51
935264349,4,8,103.88
935321084,16,4,174.99
935338874,4,15,87.13
935392587,5,15,75.25
935433976,16,6,-157.03
935670400,4,1,76.08
935742930,4,16,126.39
936147543,5,16,122.96
936296348,16,5,-113.54
936510553,6,4,-172.98
936764517,1,4,103.44
937079444,15,4,-156.89
937150778,6,15,47.02
937210328,1,5,-51.78
937272960,5,4,-165.70
937296073,8,4,-132.22
937305963,4,6,89.15
937436174,16,4,160.37
937555008,4,8,103.77
937712287,4,15,90.74
937822127,6,16,115.31
937841512,5,1,36.08
937920824,15,1,97.08
937974634,4,16,126.73
938287880,4,5,72.02
938349372,4,1,84.60
938995735,6,4,173.39
939048617,15,4,153.01
939285577,8,6,-10.16
939548782,8,4,-136.69
939607492,16,4,152.32
939841638,4,8,103.80
939982154,4,6,87.51
940047938,4,15,95.26
940080429,6,5,-166.28
940206231,4,16,127.03
940237327,1,4,128.56
940849046,15,5,-139.72
940963956,15,4,90.41
941155634,4,1,74.10
941173483,5,8,97.57
941296853,5,4,-107.06
941342084,8,5,-87.35
941579394,16,1,159.87
941768227,5,15,88.28
941784452,8,4,-142.98
941839877,16,4,151.08
941849574,6,4,-170.67
941876463,16,5,-126.35
941920831,5,16,123.54
942123898,4,8,103.94
942248743,4,5,55.34
942358069,4,15,99.77
942437751,4,16,127.29
942522890,4,6,88.51
942584667,1,8,91.29
942656722,5,6,57.85
942784333,1,4,102.78
942856329,15,4,5.18
943648473,1,16,121.01
943782099,1,15,84.36
944005186,8,4,-150.85
944138839,16,4,157.38
944401688,4,8,104.20
944435699,4,1,73.77
944651293,4,15,103.86
944669224,4,16,127.49
944746970,15,4,-86.10
944899399,6,4,-107.58
944974506,4,6,91.16
945281783,5,4,-73.77
945335674,4,5,66.32
945371717,8,1,7.17
945419991,1,4,92.36
945833756,15,5,138.28
946212993,8,4,-160.06
946510468,16,4,172.90
946652838,15,4,-151.88
946675096,4,8,104.55
946735040,15,1,9.79
946823989,6,1,-70.75
946900681,4,16,127.65
946933273,4,15,107.38
947149257,4,1,84.24
947178982,5,8,97.93
947234101,8,5,-94.57
947396420,4,6,94.41
947420931,6,4,-89.35
947699403,5,16,123.80
947895083,16,5,-111.42
947963659,5,15,99.44
947971996,1,6,50.11
948194416,5,4,-157.57
948409532,8,4,-170.39
948577269,6,5,-171.73
948589810,15,4,156.67
948944339,4,8,104.98
948961678,16,4,-157.38
948997732,1,4,127.74
949132153,4,16,127.76
949207781,4,15,110.33
949289934,4,5,70.39
949687216,6,4,-123.91
949848264,4,6,95.69
949877415,4,1,77.56
950574410,15,4,119.10
950596162,8,4,177.53
950846187,5,6,73.28
950866883,15,5,66.06
951209722,4,8,105.48
951363672,4,16,127.83
951477449,4,15,112.74
951500232,16,4,-98.82
951617077,1,4,109.84
951761227,1,5,-57.13
951766913,16,1,-172.17
951930986,6,4,-159.94
952322813,5,4,-95.37
952415364,4,6,92.93
952585778,5,1,36.67
952624607,15,4,88.63
952721061,1,8,92.89
952773833,8,4,165.73
952943831,8,5,-112.53
953087040,15,6,166.21
953166497,5,8,98.92
953184351,4,5,50.37
953186379,4,1,71.41
953199364,1,16,120.96
953471591,4,8,106.04
953485192,5,16,123.72
953595271,4,16,127.85
953744249,4,15,114.63
954119089,5,15,105.27
954135102,16,4,-3.13
954140773,1,4,83.83
954270594,6,4,173.03
954414991,1,15,97.95
954472170,16,5,-61.63
954760469,15,4,67.24
954943335,8,4,152.70
954976097,8,1,-13.02
955070973,16,6,-140.78
955126112,4,6,88.54
955730307,4,8,106.63
955777522,15,1,-52.70
955826984,4,16,127.82
955948684,4,1,83.49
956009807,4,15,116.02
956148705,6,8,82.60
956170709,5,4,-90.34
956286423,4,5,70.39
956395408,15,5,25.81
956474930,6,16,114.97
956782275,6,5,-170.51
956802356,6,4,174.55
956876186,16,4,76.02
957004590,15,4,57.65
957105281,8,4,138.90
957731757,1,4,126.19
957778048,4,6,87.56
957986230,4,8,107.25
958058848,4,16,127.74
958275631,4,15,116.88
958520894,8,5,-138.06
958629269,4,1,80.28
958919679,8,6,-33.55
959136743,5,8,100.32
959185599,5,4,-146.47
959260502,8,4,124.40
959280550,5,16,123.28
959382197,15,4,61.90
959438395,5,6,58.15
959734789,16,4,145.22
959749053,6,4,-163.45
960239704,4,8,107.88
960289251,4,5,67.93
960290902,4,16,127.61
960297472,4,6,88.88
960318280,5,15,106.08
960366643,6,15,83.56
960445910,1,4,116.17
960543317,4,15,117.16
961409833,8,4,109.20
961776341,16,5,31.73
961918053,4,1,69.24
961919676,15,4,83.12
962491053,4,8,108.51
962523189,4,16,127.42
962718681,6,4,-96.42
962723350,16,4,-80.49
962739336,4,6,91.78
962775519,1,8,95.78
962796975,1,16,119.80
962814792,4,15,116.79
962910371,1,4,80.21
962965213,15,5,44.79
963338799,5,4,-84.92
963554526,8,4,93.34
963850950,16,1,-80.41
964019831,8,5,-167.72
964069740,4,5,45.85
964236582,8,1,-43.74
964639251,15,4,141.23
964740573,4,8,109.14
964746072,4,1,82.39
964755754,4,16,127.17
965088452,5,16,122.43
965092662,4,15,115.63
965092673,5,8,101.89
965161906,4,6,94.88
965166203,6,4,-94.02
965381256,1,15,92.91
965461132,6,5,-168.81
965695930,8,4,76.84
965855552,16,4,76.25
966040861,6,1,-78.72
966431406,1,4,124.09
966589064,1,5,-51.56
966660515,5,15,100.88
966956563,5,4,-127.11
966988541,4,8,109.75
966988649,4,16,126.87
967267593,4,5,72.29
967284388,5,1,35.20
967327277,1,6,53.80
967380816,4,15,113.51
967401174,4,1,82.25
967415662,6,4,-131.34
967543654,15,4,-81.69
967627610,4,6,95.51
967677247,5,6,72.93
967835749,8,4,59.76
968300311,15,1,3.29
969145361,16,4,-143.20
969221931,4,16,126.50
969235207,4,8,110.33
969268549,1,4,121.41
969494143,8,5,161.75
969670147,6,4,-164.74
969685486,4,15,110.21
969975834,8,4,42.21
970042115,16,5,-174.19
970205286,5,4,-134.21
970225893,4,6,92.03
970586428,15,4,5.65
970625615,4,1,67.65
970912786,5,16,121.10
971038366,5,8,103.42
971282417,4,5,64.70
971286116,15,5,161.46
971455662,4,16,126.05
971480804,4,8,110.89
971711115,1,4,81.25
972017032,4,15,105.51
972036840,6,4,172.74
972118162,8,4,24.45
972467512,1,16,117.19
972606272,16,4,76.94
972772894,1,8,98.66
972943303,4,6,88.08
973302626,5,15,87.08
973424525,8,1,-75.33
973494602,6,5,-174.53
973539832,4,1,80.95
973643789,15,4,108.94
973689915,4,16,125.53
973725543,4,8,111.40
974264838,8,4,7.97
974340093,5,4,-76.47
974391496,4,15,99.32
974623507,6,4,176.31
974842442,4,5,44.91
974994023,8,5,133.40
975087616,1,4,121.20
975514378,6,16,108.95
975569129,4,6,87.67
975924773,4,16,124.93
975969626,4,8,111.87
976185825,4,1,83.57
976215112,5,6,58.82
976248267,16,4,-47.59
976322290,6,8,90.74
976417939,8,4,-13.50
976547061,15,4,-126.94
976758787,5,16,119.16
976823549,4,15,92.40
976978267,5,8,104.73
977571677,5,4,-160.94
977651623,6,4,-153.87
977848283,1,15,61.56
978069417,4,6,89.31
978082722,1,4,125.28
978133818,8,6,-55.29
978160330,4,16,124.24
978213241,4,8,112.29
978262435,4,5,72.79
978579537,8,4,-29.87
979047120,16,1,128.18
979185132,15,4,-98.20
979294911,4,15,87.21
979305783,4,1,67.31
979547465,16,5,51.46
979945598,15,5,-86.53
980073560,16,4,168.25
980189651,5,15,73.59
980396696,4,16,123.45
980456569,4,8,112.66
980503501,4,6,92.42
980517879,6,4,-89.20
980530291,1,4,85.61
980565605,8,5,109.91
980751672,8,4,-45.26
981176095,1,5,-55.57
981235713,5,4,-121.58
981415682,16,15,169.33
981554592,15,4,-105.22
981748350,4,15,86.02
981900382,5,1,36.95
982254006,1,16,112.41
982265358,4,5,60.75
982328246,4,1,79.20
982343086,6,5,-165.80
982633634,5,16,116.42
982634002,4,16,122.55
982699786,4,8,112.98
982746724,1,8,100.69
982785112,8,1,-99.31
982905287,6,4,-99.84
982916808,5,8,105.73
982928773,4,6,95.26
982936306,8,4,-58.55
983680303,15,1,107.95
983698008,1,4,116.55
983715932,15,4,-133.02
984068822,16,4,98.72
984151562,4,15,88.33
984509951,5,6,72.41
984872400,4,16,121.53
984943068,4,8,113.25
984978388,4,1,84.34
985135225,8,4,-69.01
985144521,6,4,-138.59
985225400,6,1,-84.92
985320502,5,4,-71.41
985411594,4,6,95.18
985484304,4,5,55.97
985739976,15,4,-172.23
986099654,15,6,-113.72
986250668,8,5,93.70
986276213,15,5,-106.97
986379066,16,6,102.04
986508791,4,15,92.44
986734679,5,15,81.75
986798632,1,6,53.15
986885908,1,4,127.66
987112074,4,16,120.38
987186595,4,8,113.45
987350054,8,4,-76.12
987413220,6,4,-168.59
987683893,15,4,131.18
987966377,4,1,68.91
988041746,4,6,91.11
988195470,16,4,55.49
988275271,5,4,-166.46
988547238,5,16,112.63
988833358,4,15,97.03
988858255,5,8,106.35
989263258,4,5,72.21
989353245,4,16,119.08
989359437,1,4,91.91
989430548,4,8,113.59
989480115,1,15,79.20
989582302,8,4,-79.55
989587400,15,4,60.28
989810044,6,4,172.52
990221533,6,5,-178.16
990338663,16,5,-4.88
990662576,6,15,66.27
990756333,4,6,87.77
991109328,4,1,77.19
991136143,4,15,101.41
991435024,15,5,176.24
991476912,15,4,-32.32
991596180,4,16,117.62
991675124,4,8,113.68
991833159,8,4,-79.28
992085350,8,5,86.82
992230561,1,16,104.08
992267515,5,4,-109.13
992287403,1,4,108.70
992381660,16,4,17.94
992462005,6,4,178.81
992529305,8,1,-108.67
992729767,1,8,101.45
992907754,15,1,27.94
992988517,5,6,59.83
992988922,5,15,94.92
993232314,4,5,56.17
993355754,4,6,87.85
993371533,15,4,-114.52
993424490,4,15,105.29
993775590,4,1,84.62
993841209,4,16,115.97
993920527,4,8,113.70
994103554,8,4,-75.61
994512887,5,16,107.40
994806627,5,8,106.53
995287481,15,4,-169.38
995544891,6,4,-141.68
995605435,6,16,89.27
995675123,1,4,128.58
995703220,4,15,108.59
995839122,4,6,89.79
995889749,1,5,-54.44
996088735,4,16,114.11
996166985,4,8,113.66
996270241,5,4,-72.59
996305629,6,8,92.67
996325443,4,5,65.30
996386071,15,5,96.98
996394118,8,4,-69.16
996524598,16,4,-30.97
996635369,4,1,72.21
996695051,5,1,35.60
997240779,15,4,141.48
997975597,4,15,111.32
997990850,16,1,106.27
998097253,8,5,90.88
998192862,1,4,99.07
998267344,4,6,93.05
998300167,6,4,-85.83
998339260,4,16,112.03
998414742,4,8,113.55
998677057,8,6,-46.91
998705133,8,4,-60.76
998957433,8,15,-101.48
999151261,5,15,103.19
999176847,5,4,-159.24
999221434,6,5,-162.80
999248413,15,4,106.44
999880671,4,1,74.96
1000139600,1,15,96.66
1000243951,4,15,113.53
1000265446,4,5,70.73
1000511525,16,4,-128.66
1000546287,5,16,100.32
1000593403,4,16,109.71
1000639814,6,4,-106.45
1000664072,4,8,113.38
1000697495,4,6,95.53
1000765591,5,8,106.26
1000910419,1,4,97.91
1001036377,8,4,-51.18
1001329123,15,4,79.17
1001343756,5,6,71.72
1001364052,16,5,-51.57
1001628471,15,5,39.05
1001678977,15,1,-45.75
1002510091,4,15,115.22
1002511918,1,16,90.14
1002575063,4,1,84.47
1002752168,1,8,100.81
1002813091,8,1,-98.62
1002851922,4,16,107.12
1002874593,6,4,-145.51
1002915275,4,8,113.14
1003200934,4,6,94.68
1003294743,5,4,-97.29
1003387242,8,4,-40.96
1003503841,15,4,62.01
1004173754,4,5,51.21
1004251324,16,4,77.50
1004299895,8,5,106.63
1004446451,1,4,128.26
1004548804,6,1,-87.02
1004775572,4,15,116.41
1005115722,4,16,104.26
1005160707,6,4,-171.31
1005168687,4,8,112.83
1005320027,5,15,106.34
1005338428,4,1,75.89
1005756477,8,4,-30.28
1005796257,15,4,57.56
1005861349,4,6,90.22
1006499535,15,6,162.39
1006542656,1,6,46.92
1006657607,5,16,91.31
1006738237,5,8,105.55
1006965421,6,5,178.72
1007026613,1,4,106.32
1007041913,4,15,117.06
1007170720,5,4,-86.12
1007267693,4,5,69.88
1007385827,4,16,101.12
1007424674,4,8,112.45
1007591207,6,4,172.60
1007630245,15,5,26.16
1007696357,16,4,-52.12
1008142386,8,4,-18.96
1008232368,15,4,67.68
1008564498,4,6,87.59
1008639246,4,1,72.60
1009310803,4,15,117.10
1009599388,1,4,87.62
1009663251,4,16,97.76
1009683636,4,8,112.00
1009760621,5,6,61.11
1010160146,5,4,-148.47
1010320236,6,4,-177.70
1010542610,8,4,-6.87
1010638889,1,5,-52.05
1010684198,8,5,133.10
1010741456,16,5,154.30
1010837970,15,4,98.54
1010841832,16,4,46.78
1010966341,1,15,95.80
1011138325,4,6,88.08
1011265463,4,5,68.41
1011271992,5,1,36.21
1011374925,4,1,83.91
1011580173,5,15,104.20
1011584379,4,15,116.44
1011945993,4,8,111.48
1011948689,4,16,94.28
1012726666,5,8,104.41
1012824193,5,16,81.87
1012839337,1,8,98.81
1012954238,8,4,9.95
1013097878,15,1,-25.61
1013100788,1,16,72.85
1013194720,1,4,127.05
1013419393,6,4,-127.44
1013606961,4,6,90.33
1013630302,15,4,-169.70
1013662684,8,1,-69.34
1013711271,16,4,162.59
1013865652,4,15,114.94
1014076380,4,1,79.00
1014146849,16,1,-36.21
1014212172,4,8,110.90
1014241972,4,16,90.87
1014312731,5,4,-86.58
1014429368,6,15,72.09
1015070333,4,5,46.51
1015071519,15,5,94.43
1015373830,8,4,28.93
1015857724,1,4,113.08
1016031221,4,6,93.65
1016068535,6,4,-85.64
1016094361,6,5,-159.88
1016159252,4,15,112.39
1016340579,16,4,-117.97
1016482576,4,8,110.24
1016541427,4,16,87.84
1016597400,15,4,-41.93
1016922767,6,8,86.14
1017209394,8,5,166.85
1017381166,4,1,70.30
1017797486,8,4,55.27
1017979782,5,4,-119.87
1018005801,6,16,54.05
1018061244,5,15,94.64
1018068150,16,5,-128.23
1018178122,5,6,70.87
1018227868,15,8,47.20
1018245300,4,5,72.08
1018346681,1,4,81.40
1018371174,6,4,-113.57
1018468602,4,6,95.69
1018472751,4,15,108.58
1018731390,5,8,102.95
1018757541,4,8,109.54
1018767597,16,4,-95.32
1018843740,4,16,85.51
1018958755,5,16,76.35
1019664663,15,4,36.16
1020173541,4,1,82.99
1020220987,8,4,91.03
1020606583,6,4,-151.96
1020818648,4,15,103.29
1020996274,4,6,94.04
1021026947,16,4,-98.57
1021037268,4,8,108.78
1021125302,8,6,-18.06
1021144834,4,16,84.13
1021176587,5,4,-136.34
1021469984,16,6,-6.22
1021912927,1,4,125.22
1022259935,4,5,65.30
1022639975,8,4,132.22
1022681898,15,4,167.71
1022839226,4,1,81.34
1022913079,6,4,-172.74
1023003699,1,8,95.82
1023079058,1,15,67.82
1023148319,16,4,-120.12
1023214399,4,15,96.64
1023321762,4,8,108.00
1023422253,1,16,70.51
1023441314,4,16,83.77
1023682659,4,6,89.43
1023727144,6,5,176.18
1023799283,8,5,-157.35
1023997858,16,5,-135.14
1024057030,15,5,-122.08
1024219601,6,1,-82.50
1024683783,1,4,118.91
1024750622,5,8,101.30
1024760311,16,1,-24.17
1024846917,8,1,-30.25
1024890742,5,15,77.84
1024984164,5,16,77.61
1025050156,8,4,167.03
1025156366,16,4,-161.70
1025198669,1,5,-57.04
1025316899,5,4,-77.72
1025381678,6,4,173.08
1025490101,15,4,-109.48
1025610746,4,8,107.22
