UT,Origin,Target,PhaseAngle
421400709,15,4,171.13
421449769,4,5,51.85
421494130,4,8,104.25
421501885,5,6,60.00
421789195,4,6,66.31
421825801,5,15,100.35
421844857,4,15,109.69
421915423,4,1,82.91
423041077,16,4,163.78
423176653,1,5,51.26
423307761,8,4,160.15
423509307,6,4,174.70
423539828,4,16,108.50
423725633,15,4,169.51
423766788,4,8,104.62
423846728,5,1,35.31
424072917,1,4,175.27
424115479,4,15,112.22
424330093,4,6,49.80
424453834,5,4,83.38
424539072,4,5,69.46
424579419,4,1,81.47
424742595,16,1,179.58
424961297,16,5,178.49
425281267,16,4,166.07
425422790,8,5,177.77
425521702,8,1,179.30
425571438,8,4,163.22
425782113,4,16,110.26
426034545,15,4,168.62
426035328,4,8,105.07
426142355,6,4,173.43
426164561,5,16,107.64
426382801,4,15,114.23
426701662,15,5,174.30
426767413,1,16,105.21
426807117,5,8,98.35
426870992,6,4,34.70
426870992,4,6,34.70
426978490,1,4,140.40
427426471,5,4,149.94
427520263,16,4,168.28
427737849,15,1,175.27
427835116,8,4,166.10
427837300,4,1,68.24
427982166,5,15,105.61
427993036,1,8,92.56
428023065,4,16,111.90
428300072,4,8,105.58
428331451,15,4,168.40
428532341,4,5,68.75
428611091,6,5,125.15
428648518,4,15,115.73
429411891,4,6,36.07
429411893,6,4,36.07
429655632,16,6,170.63
429758183,16,4,170.41
429791108,1,4,173.61
429866064,5,6,71.60
430098794,8,4,168.72
430176483,1,15,98.57
430262846,4,16,113.42
430561360,4,8,106.14
430619623,15,4,168.79
430710979,4,1,81.62
430809550,16,5,178.44
430914138,4,15,116.72
431429843,8,5,177.75
431577759,5,4,87.86
431945062,5,16,111.62
431952789,6,4,46.19
431995164,16,4,172.44
432353812,4,5,47.05
432362472,8,4,170.99
432501583,4,16,114.83
432785916,5,8,99.57
432819557,4,8,106.74
432854341,1,4,174.00
432901712,15,4,169.76
432929377,15,5,175.30
433181229,4,15,117.15
433359201,4,1,83.07
433538948,6,16,104.13
434138007,4,6,90.77
434191547,5,15,105.84
434231309,16,4,174.37
434449576,16,1,177.53
434493688,6,4,58.11
434626149,8,4,172.80
434739393,4,16,116.14
434791560,6,1,84.56
435075028,4,8,107.36
435179884,15,4,171.27
435278402,5,4,114.58
435451601,4,15,116.94
435513686,4,5,71.89
435677918,8,1,178.78
435706101,1,4,146.25
435707795,8,6,112.44
436288859,1,16,111.40
436466705,16,4,176.16
436529496,4,1,67.26
436638598,16,5,177.96
436849223,4,6,87.69
436889829,8,4,174.02
436976374,4,16,117.36
437015230,6,5,115.83
437034587,6,4,66.90
437034587,4,6,66.90
437134815,1,6,39.35
437328105,4,8,107.99
437378442,6,8,84.68
437428109,8,5,178.04
437456064,15,4,173.30
437560499,15,6,175.83
437718883,5,16,114.84
437727658,4,15,115.98
437737318,1,5,56.30
438057949,1,8,95.35
438273974,5,6,61.31
438440141,5,4,137.92
438490940,5,1,36.97
438551920,15,1,176.40
438575188,1,4,166.03
438701444,16,4,177.68
438748690,5,8,101.09
439153520,8,4,174.58
439180571,15,5,177.68
439193202,16,15,156.03
439212618,4,16,118.48
439501963,4,1,80.00
439527721,4,5,65.74
439575485,4,6,64.53
439579113,4,8,108.62
439732074,15,4,175.84
440012924,4,15,114.11
440558424,5,15,99.81
440935581,16,4,178.26
441328794,6,4,173.90
441378862,1,15,87.69
441417183,8,4,174.62
441448200,4,16,119.52
441624555,1,4,173.21
441828341,4,8,109.25
442009866,15,4,178.82
442116384,4,6,45.91
442148767,4,1,84.07
442312928,4,15,111.11
442453218,16,5,177.40
442583965,5,4,78.70
443169202,16,4,177.36
443171489,4,5,44.35
443415787,8,5,178.53
443488542,5,16,117.43
443683199,4,16,120.48
443684650,8,4,174.41
443924737,6,4,173.95
444076063,4,8,109.85
444079885,16,1,176.02
444329328,15,4,170.52
444414382,1,4,160.12
444636858,4,15,106.76
444657283,6,4,33.86
444657283,4,6,33.86
444699053,5,8,102.66
445196399,4,1,67.95
445402355,16,4,175.91
445419369,6,5,125.16
445541908,15,5,176.95
445777320,8,1,178.74
445792698,1,16,115.69
445917660,4,16,121.37
445941310,5,4,153.73
445951790,8,4,174.27
446322524,4,8,110.43
446505493,4,5,72.76
446698612,15,4,152.83
446700466,5,6,70.74
446997714,6,15,40.16
446999450,4,15,100.90
447198181,6,4,37.55
447242443,5,15,85.08
447358063,1,4,158.63
447635108,16,4,174.37
448061371,1,8,98.30
448151652,4,16,122.18
448215544,8,4,174.23
448257141,16,5,176.87
448286523,4,1,78.10
448486858,16,6,172.65
448567957,4,8,110.98
449070770,15,4,141.86
449256025,5,16,119.48
449287677,4,6,94.46
449392718,8,5,179.09
449417555,4,15,94.00
449468600,5,4,125.34
449739080,6,4,48.41
449930662,16,4,178.78
449959253,15,1,176.77
450379614,1,4,173.01
450385226,4,16,122.93
450476224,8,4,174.28
450514201,4,5,61.99
450641350,5,8,104.10
450812565,4,8,111.49
450944266,4,1,84.56
451437592,15,4,139.00
451884160,4,15,88.13
451958502,4,6,89.91
452034918,6,16,112.48
452112143,15,5,174.37
452176778,16,4,178.90
452279979,6,4,60.15
452489666,1,5,53.64
452618414,4,16,123.62
452735573,8,4,174.44
453056549,4,8,111.95
453117795,1,4,178.32
453273715,5,1,35.39
453571392,5,4,72.43
453663570,16,1,174.95
453793431,15,4,142.78
453819511,4,5,51.88
453823508,6,5,116.04
453857455,4,1,70.63
454053333,16,5,176.41
454053486,1,15,60.13
454117942,5,15,73.48
454212710,15,16,103.37
454346603,4,15,85.93
454422056,16,4,179.03
454655472,4,6,87.55
454820877,6,4,67.63
454820877,4,6,67.63
454851285,4,16,124.25
454869418,6,1,74.35
454999251,8,4,174.48
455022978,5,16,121.08
455047118,5,6,62.79
455292602,1,16,118.56
455300103,4,8,112.36
455360050,8,5,179.31
455822912,8,1,179.12
456136656,15,4,150.82
456138152,1,4,151.74
456455785,8,6,110.81
456578465,5,4,166.98
456580040,5,8,105.27
456666565,16,4,179.16
456762207,4,15,87.56
457062470,4,1,75.96
457083856,4,16,124.82
457225257,1,6,33.57
457262934,8,4,173.86
457361776,4,6,62.05
457442302,6,8,91.83
457505104,4,5,72.48
457543396,4,8,112.73
458036479,1,8,100.47
458468191,15,4,160.85
458814206,15,5,176.98
458910315,16,4,179.30
459114810,1,4,173.49
459129156,4,15,91.38
459140956,6,4,173.35
459316177,4,16,125.34
459526612,8,4,172.23
459743001,4,1,84.59
459786620,4,8,113.03
459844253,16,5,176.03
459902675,4,6,42.36
460500718,5,4,112.79
460616889,5,15,83.33
460789353,15,4,171.24
460790920,5,16,122.28
461153384,16,4,179.43
461319842,8,5,178.91
461460349,4,15,95.94
461486672,4,5,57.59
461548275,4,16,125.81
461702350,6,4,174.66
461790284,8,4,169.58
461916310,1,4,179.75
462029926,4,8,113.29
462202585,15,1,178.21
462227647,6,5,125.01
462443574,4,6,33.59
462443576,6,4,33.59
462519488,5,8,106.08
462544069,4,1,74.31
463101020,15,4,178.80
463221133,16,1,174.26
463395883,16,4,179.56
463534784,5,6,69.72
463767513,4,15,100.41
463780193,4,16,126.22
464053968,8,4,166.11
464273520,4,8,113.48
464531660,5,4,71.31
464598762,4,5,63.19
464799765,1,16,120.31
464913072,1,4,145.80
464984472,6,4,39.26
465254447,1,15,85.23
465349707,15,5,176.81
465404151,15,4,169.92
465631969,16,5,175.72
465637632,16,4,179.69
465827068,4,1,73.64
465833649,8,1,179.75
466011948,4,16,126.59
466058778,4,15,104.42
466317667,8,4,162.00
466517568,4,8,113.61
466561320,5,16,123.13
466853815,5,15,96.11
467085393,4,6,93.77
467086842,16,6,173.39
467201133,1,5,52.75
467274726,8,5,178.39
467436363,5,4,161.94
467473702,15,6,165.16
467525371,6,4,50.65
467826403,1,4,174.70
467844954,5,1,36.45
467854549,15,4,172.51
467878898,16,4,179.82
468016336,1,8,101.43
468243591,4,16,126.91
468339447,4,15,107.86
468463845,5,8,106.49
468507280,4,5,71.26
468542902,4,1,84.20
468581323,8,4,157.46
468762268,4,8,113.69
469779898,4,6,89.16
470066270,6,4,62.05
470119663,16,4,179.96
470191532,15,4,170.41
470475141,4,16,127.18
470556318,6,16,115.59
470613099,4,15,110.72
470631785,6,5,116.39
470712723,1,4,177.83
470845001,8,4,152.67
470933308,8,15,94.24
471007843,4,8,113.70
471267758,4,1,77.73
471447028,16,5,175.83
471529816,5,4,100.72
471687699,15,5,174.52
471823139,5,6,64.36
472335719,5,16,123.64
472359923,16,4,179.91
472437085,4,5,52.70
472456544,4,6,87.51
472509783,15,4,169.09
472607168,6,4,67.91
472607168,4,6,67.91
472706630,4,16,127.41
472767999,16,1,173.90
472882229,4,15,113.05
473012843,5,15,103.79
473108676,8,4,147.84
473227648,8,5,177.97
473254510,4,8,113.65
473423960,15,1,175.75
473497993,6,15,83.73
473679580,1,4,141.44
474325396,1,16,121.07
474416976,5,8,106.46
474576834,4,1,71.29
474599755,16,4,179.78
474813633,15,4,168.46
474938089,4,16,127.59
475148067,4,6,58.93
475148744,4,15,114.87
475280973,6,1,64.17
475372357,8,4,143.15
475449657,5,4,80.25
475502524,4,8,113.53
475522103,4,5,68.83
475835054,8,1,179.55
475885949,1,15,98.12
476515111,1,4,176.60
476839191,16,4,179.65
476908342,1,6,37.97
476945453,6,4,173.07
477106839,15,4,168.48
477169551,4,16,127.72
477203774,8,6,97.58
477231596,16,5,175.60
477342256,4,1,83.44
477414249,4,15,116.18
477489106,6,8,91.97
477636035,8,4,138.79
477688966,4,6,39.33
477752162,4,8,113.34
477930248,15,5,174.61
478031506,1,8,100.99
478115840,5,16,123.81
478402692,5,4,151.88
479035924,6,5,124.69
479078300,16,4,179.51
479181670,8,5,177.74
479187231,5,15,106.39
479392374,15,4,169.10
479401041,4,16,127.81
479475967,6,4,175.51
479504960,1,4,176.06
479508291,4,5,69.18
479680241,4,15,116.96
479899712,8,4,134.88
480003725,4,8,113.09
480020944,4,1,80.41
480229864,6,4,33.83
480229864,4,6,33.83
480368433,5,6,68.59
480382301,5,8,105.97
481317037,16,4,179.38
481632609,4,16,127.85
481672712,15,4,170.27
481787331,1,5,56.67
481948360,4,15,117.15
482163390,8,4,131.53
482257559,4,8,112.77
482317625,16,1,173.88
482433683,1,4,139.73
482551014,5,4,89.61
482622169,5,1,36.38
482770763,6,4,41.15
483017849,16,5,175.46
483307323,4,1,69.13
483350140,4,5,47.81
483555530,16,4,179.25
483864263,4,16,127.84
483882964,1,16,120.84
483903704,5,16,123.65
483949923,15,4,171.99
484161023,15,5,176.49
484220591,4,15,116.67
484224528,15,1,175.69
484427068,8,4,128.78
484514042,4,8,112.38
484889573,4,6,92.95
485139798,8,5,177.73
485224831,1,4,177.19
485311662,6,4,52.90
485464261,5,15,103.56
485793752,16,4,179.12
485853873,8,1,178.97
486096056,4,16,127.78
486139483,4,1,82.32
486225795,15,4,174.22
486292858,5,4,107.81
486362503,5,8,105.04
486492179,4,5,71.60
486499696,4,15,115.38
486548791,16,6,163.15
486690746,8,4,126.65
486773566,4,8,111.92
486883475,1,15,92.23
487440063,6,5,116.86
487600085,4,6,88.55
487852560,6,4,63.77
488031771,16,4,179.00
488108365,1,8,99.17
488211926,15,8,46.68
488290717,1,4,174.59
488328026,4,16,127.67
488502247,15,4,176.94
488603425,5,6,65.92
488789820,4,15,113.10
488793708,4,1,82.34
488807682,16,5,175.41
488954424,8,4,125.15
489036564,4,8,111.39
489261557,6,16,114.33
489412120,5,4,140.03
489701779,5,16,123.12
490252538,4,6,87.56
490269645,16,4,178.87
490393459,6,4,67.67
490393459,4,6,67.67
490458707,15,5,178.17
490504781,4,5,66.31
490560201,4,16,127.51
490781325,15,4,179.94
491097689,4,15,109.61
491104875,8,5,177.94
491171072,1,4,142.42
491218102,8,4,124.25
491303459,4,8,110.79
491883845,16,1,174.22
491980864,5,15,93.00
492013436,4,1,67.59
492358976,5,8,103.73
492507371,16,4,178.74
492792634,4,16,127.29
492934358,4,6,55.30
493134203,15,4,163.18
493434441,4,15,104.68
493481779,8,4,123.92
493490988,1,16,119.46
493559823,5,4,80.10
493574638,4,8,110.12
494009133,1,4,169.88
494188397,4,5,44.44
494603226,16,5,175.46
494742576,6,4,173.05
494744994,16,4,178.62
494933003,4,1,80.86
495025378,4,16,127.01
495140409,6,1,65.71
495426116,15,1,178.39
495475256,4,6,36.94
495505579,15,4,147.64
495513239,5,16,122.16
495745457,8,4,124.12
495816808,4,15,98.30
495844202,6,5,124.22
495850430,4,8,109.41
495914358,8,1,178.70
496334203,1,6,45.54
496453684,15,6,105.21
496613772,1,5,51.19
496922542,15,5,175.18
496982587,16,4,178.50
496987961,5,4,148.27
497067065,1,4,173.55
497079206,8,5,178.37
497200804,5,6,67.34
497246286,6,4,176.47
497258479,4,16,126.67
497273508,5,1,35.39
497481914,4,5,72.70
497578894,4,1,83.63
497876581,15,4,139.84
497951764,8,6,90.80
498009135,8,4,124.82
498016155,6,4,34.51
498016155,4,6,34.51
498131005,4,8,108.65
498257147,4,15,91.45
498262022,1,8,96.27
498369543,6,8,83.73
498371200,5,8,102.15
498837800,5,15,76.33
499220158,16,4,178.38
499401483,1,15,60.86
499492005,4,16,126.26
499888894,1,4,151.99
500239630,15,4,139.80
500272813,8,4,125.96
500406978,16,5,175.64
500416318,4,8,107.87
500439031,5,4,127.49
500557054,6,4,43.18
500692164,4,1,67.35
500729619,4,15,86.77
501342251,5,16,120.69
501457820,16,4,178.26
501475639,16,15,170.15
501483455,16,1,174.99
501493083,4,5,62.68
501726022,4,16,125.77
502536491,8,4,127.51
502590603,15,4,145.51
502699978,4,6,92.05
502706035,4,8,107.09
502792769,1,4,162.33
503064262,8,5,178.93
503097952,6,4,55.12
503176484,4,15,86.18
503177902,1,16,116.54
503311017,6,15,37.23
503597516,15,5,175.12
503695431,16,4,178.15
503721067,4,1,79.10
503960602,4,16,125.21
504248340,6,5,117.44
504396037,5,8,100.49
504550919,5,4,73.22
504800169,8,4,129.42
504859700,4,5,49.53
504929162,15,4,154.55
504999502,4,8,106.33
505388913,5,6,67.42
505417352,4,6,88.09
505539877,5,15,77.13
505572154,4,15,88.86
505638851,6,4,65.28
505638851,4,6,65.28
505830356,1,4,173.03
505933246,16,4,178.05
506010744,16,6,153.19
506031794,8,1,178.89
506195837,4,16,124.56
506221994,16,5,175.97
506371791,4,1,84.37
507063846,8,4,131.66
507194460,5,16,118.58
507256560,15,4,164.87
507295728,4,8,105.64
507598958,5,4,166.65
507662527,15,1,176.61
507923725,4,15,93.11
508171213,16,4,177.95
508179750,4,6,66.83
508430776,6,16,106.60
508431827,4,16,123.81
508480421,1,8,93.18
508480635,4,5,72.60
508589406,1,4,169.90
509060244,8,5,179.31
509327524,8,4,134.18
509352335,4,1,69.05
509573979,15,4,175.12
509593469,4,8,105.03
509884937,6,4,175.08
510235743,15,5,178.18
510244482,4,15,97.70
510409512,16,4,177.85
510427608,5,8,98.99
510668705,4,16,122.96
510720656,4,6,51.37
510956736,1,15,80.21
511139500,16,1,176.32
511165364,1,5,56.57
511471073,5,4,114.90
511574520,1,4,155.14
511591202,8,4,136.94
511866196,5,15,90.69
511882209,15,4,175.30
511891338,4,8,104.52
511932143,5,1,36.97
512052208,16,5,176.47
512468402,4,5,58.38
512501690,4,1,77.07
512532977,6,4,173.27
512544737,4,15,102.02
512647912,16,4,177.77
512652479,6,5,123.60
512906600,4,16,122.00
512990881,1,16,111.27
513077607,5,16,115.62
513261555,6,4,35.21
513261555,4,6,35.21
513854880,8,4,139.90
514031245,5,6,66.02
514187995,4,8,104.14
514299693,15,4,174.21
514507960,6,1,73.10
514576197,1,4,173.16
514831412,4,15,105.81
514886753,16,4,177.70
515072731,8,5,179.01
515145684,4,16,120.91
515169174,4,1,84.63
515516619,5,4,70.98
515596999,4,5,61.77
515676988,1,6,51.57
515802453,6,4,35.56
515802453,4,6,35.56
516118558,8,4,143.02
516202132,8,1,179.54
516457950,5,8,97.95
516482230,4,8,103.89
516650356,15,4,171.61
516653596,15,5,175.28
517109023,4,15,109.03
517126015,16,4,177.64
517343004,1,4,179.27
517386156,4,16,119.68
517909333,16,5,177.14
518022736,4,1,72.41
518046876,5,15,100.89
518343352,6,4,45.32
518382235,8,4,146.25
518425740,5,4,163.32
518699753,8,6,99.74
518711991,1,8,91.34
518773113,4,8,103.78
518979581,15,4,169.81
519002399,5,16,111.52
519094552,15,1,176.49
519366190,16,4,177.60
519380675,4,15,111.68
519482659,4,5,71.53
519628282,4,16,118.28
520164444,15,6,175.38
520198210,6,8,77.24
520352403,1,4,148.66
520515743,4,6,91.13
520645913,8,4,149.55
520884251,6,4,57.28
520886313,16,1,178.36
521056618,6,5,118.10
521059993,4,8,103.79
521096597,8,5,178.75
521272420,4,1,74.83
521291796,15,4,168.77
521606085,16,4,177.56
521608762,1,15,96.95
521648596,4,15,113.81
521872338,4,16,116.72
522180079,5,6,68.79
522478953,5,8,97.57
522501057,5,4,102.72
522909591,8,4,152.88
522928653,15,5,174.30
523011201,1,16,102.12
523230469,4,6,87.78
523300069,1,4,173.99
523342519,4,8,103.93
523423358,4,5,53.55
523425149,6,4,66.50
523425149,4,6,66.50
523591139,15,4,168.40
523793354,16,5,177.94
523847053,16,4,177.56
523914539,4,15,115.43
523968715,4,1,84.45
524118702,4,16,114.96
524204334,5,15,105.80
524982912,5,16,105.87
525173269,8,4,156.18
525472695,16,6,150.80
525620574,4,8,104.18
525881065,15,4,168.65
525934111,1,5,53.28
525966048,4,6,65.32
526088785,16,4,177.58
526140718,1,4,178.79
526180054,4,15,116.54
526367836,4,16,112.98
526395594,8,1,179.60
526443399,5,4,77.67
526506365,4,5,68.13
526706703,5,1,35.32
526727867,4,1,76.07
526777791,6,15,85.08
527119030,8,5,178.69
527436947,8,4,159.41
527707048,6,4,174.19
527894236,4,8,104.53
528164336,15,4,169.49
528331344,16,4,177.63
528446655,4,15,117.11
528484591,5,8,97.92
528506947,4,6,47.42
528620295,4,16,110.77
528890749,1,8,91.83
528935853,6,16,81.69
529123633,1,4,143.40
529155542,15,5,175.44
529380087,5,4,153.76
529460756,6,5,122.86
529700625,8,4,162.52
529711316,16,5,178.51
529911889,15,1,175.23
530030195,4,1,72.47
530163719,4,8,104.95
530317462,6,4,173.72
530420812,5,15,105.65
530443237,15,4,170.87
530484100,4,5,69.59
530574873,16,4,177.72
530716090,4,15,117.05
530774192,16,1,178.79
530859078,5,6,64.64
530876775,4,16,108.30
531034728,5,16,98.31
531047846,6,4,34.12
531047846,4,6,34.12
531964302,8,4,165.45
531999797,1,4,175.56
532429326,4,8,105.45
532457780,1,15,95.35
532719737,15,4,172.79
532768547,4,1,83.87
532819479,16,4,177.84
532990587,4,15,116.28
533100856,8,5,177.72
533138121,4,16,105.56
533356139,1,16,87.09
533523913,5,4,91.41
533588744,6,4,36.93
533588744,4,6,36.93
533696616,6,1,80.82
534227980,8,4,168.13
534344459,4,5,48.60
534472254,5,8,98.91
534691395,4,8,106.00
534935327,1,4,176.93
534995600,15,4,175.22
535053317,1,6,54.11
535065276,16,4,178.01
535273339,4,15,114.63
535405308,4,16,102.54
535411393,15,5,177.84
535467450,4,1,79.15
535669572,16,5,178.01
536129643,6,4,47.52
536491658,8,4,170.50
536568697,8,1,178.92
536804434,5,15,99.07
536950288,4,8,106.59
537163630,5,16,88.95
537272796,15,4,178.10
537303081,5,4,101.55
537312367,16,4,178.22
537471220,4,5,71.27
537488342,15,16,8.98
537569307,4,15,111.91
537679385,4,16,99.27
537864895,6,5,118.83
537884558,1,4,140.18
538335285,4,6,90.24
538670542,6,4,59.36
538755336,8,4,172.43
538771069,4,1,70.18
538977055,5,6,70.02
538985434,1,8,94.23
539103829,8,5,177.86
539206370,4,8,107.21
539447743,8,6,112.12
539572749,15,4,175.01
539587888,16,4,173.41
539886669,4,15,107.89
539961233,4,16,95.82
540384562,5,4,142.11
540442630,5,8,100.31
540626858,1,5,53.12
540680293,1,4,177.73
540855816,16,1,175.59
540955036,15,1,179.96
541019014,8,4,173.79
541038744,4,6,87.59
541136053,6,8,84.26
541211440,6,4,67.38
541211440,4,6,67.38
541278548,5,1,36.56
541459975,4,8,107.84
541481609,4,5,66.85
541567046,4,1,82.93
541669661,16,5,176.78
541784492,15,5,176.70
541876044,16,4,164.55
541940249,15,4,156.43
542238786,4,15,102.38
542251152,4,16,92.35
543282692,8,4,174.51
543332563,5,16,79.98
543514971,5,15,83.80
543711438,4,8,108.48
543724703,1,4,175.29
543752339,4,6,63.11
543953176,1,16,70.85
544165214,16,4,156.53
544231373,4,1,81.45
544312487,15,4,143.65
544535160,5,4,81.57
544548197,4,16,89.11
544642394,1,15,66.42
544643207,4,15,95.60
544934646,16,6,166.50
545096900,8,5,178.27
545200234,4,5,44.74
545522192,6,4,173.53
545546369,8,4,174.64
545961067,4,8,109.10
546269034,6,5,122.01
546293238,4,6,43.71
546398666,5,8,101.88
546453881,16,4,149.98
546630929,1,4,140.37
546681171,15,4,138.99
546690099,8,1,178.70
546849733,4,16,86.43
547102021,4,15,89.22
547490167,4,1,68.26
547683590,5,6,63.26
547701573,16,5,175.67
547812502,8,4,174.46
548029875,5,4,142.03
548096854,6,4,174.36
548209115,4,8,109.71
548370849,15,5,174.36
548458576,4,5,72.61
548740577,16,4,145.20
548834137,6,4,33.63
548834137,4,6,33.63
549008049,1,8,97.25
549039820,15,4,141.45
549151862,4,16,84.61
549442913,1,4,173.72
549444383,5,16,76.06
549570760,4,15,86.05
550080471,8,4,174.29
550362652,4,1,81.64
550377896,5,15,73.58
550455850,4,8,110.30
551024052,16,4,142.14
551079103,8,5,178.82
551100260,16,1,173.86
551196043,6,16,56.91
551375035,6,4,38.55
551385910,15,4,148.72
551409586,5,4,129.65
551450707,4,16,83.80
551998425,4,15,86.92
552344417,5,8,103.41
552345003,8,4,174.23
552471596,4,5,63.35
552506226,1,4,174.02
552573021,15,6,101.44
552701507,4,8,110.85
552903831,6,1,86.06
553010986,4,1,83.05
553061443,15,1,175.40
553303428,16,4,140.63
553470664,4,6,94.06
553720004,15,4,158.47
553740891,16,5,175.19
553743692,4,16,83.99
553915934,6,4,49.76
554181136,1,16,71.99
554375536,4,15,90.39
554585273,1,6,51.97
554606367,8,4,174.26
554673172,6,5,119.60
554946296,4,8,111.37
555069954,15,5,177.29
555228431,1,5,56.43
555358814,1,4,146.12
555442981,5,16,78.71
555529731,5,4,74.14
555578262,16,4,140.37
555779690,5,6,71.07
555903379,4,5,47.50
556029752,4,16,84.99
556043459,15,4,168.88
556063372,5,1,36.28
556156584,4,6,89.44
556182744,4,1,67.26
556456833,6,4,61.31
556630932,1,15,74.48
556713764,4,15,94.88
556754077,8,1,178.94
556849265,5,15,84.33
556864903,8,4,174.39
557051004,8,5,179.29
557120459,6,15,58.30
557190411,4,8,111.84
557848438,16,4,141.09
558226997,1,4,166.13
558284354,5,8,104.72
558308915,4,16,86.62
558357223,15,4,178.84
558627562,5,4,165.69
558841869,4,6,87.52
558989721,1,8,99.79
558997731,6,4,67.85
558997731,4,6,67.85
559025609,4,15,99.42
559128438,8,4,174.51
559153712,4,1,80.03
559434044,4,8,112.27
559456247,4,5,72.69
559758699,16,5,175.46
560114102,16,4,142.52
560195732,8,6,111.23
560581766,4,16,88.66
560662209,15,4,171.89
561218642,6,8,91.64
561276647,1,4,173.22
561311715,16,1,175.01
561319973,4,15,103.55
561352961,5,16,84.95
561392114,8,4,174.09
561538630,4,6,60.23
561588984,15,5,176.58
561677384,4,8,112.64
561800452,4,1,84.06
562375606,16,4,144.44
562441354,5,4,117.03
562849075,4,16,90.96
563014250,8,5,179.16
563076348,5,15,96.83
563077311,6,5,121.10
563101047,15,4,173.11
563329715,6,4,173.15
563449553,4,5,59.15
563602703,4,15,107.12
563655795,8,4,172.71
563920608,4,8,112.97
563996967,8,15,75.83
564001762,1,16,84.11
564067336,1,4,159.87
564079529,4,6,40.46
564222886,5,8,105.73
564504017,5,6,61.91
564633334,16,4,146.69
564741947,15,1,177.50
564849915,4,1,67.93
565111613,4,16,93.38
565442962,15,4,170.82
565567187,16,6,170.39
565736871,16,5,176.25
565871978,6,4,175.16
565877719,4,15,110.11
565919470,8,4,170.29
566163880,4,8,113.23
566500484,5,4,70.89
566599805,4,5,60.15
566620427,6,4,33.68
566620427,4,6,33.68
566775001,8,1,179.50
566887697,16,4,149.13
567009905,1,4,158.72
567208577,5,16,91.99
567339042,1,15,95.08
567370062,4,16,95.82
567765121,15,4,169.33
567916941,15,5,174.46
567938372,4,1,78.13
568147695,4,15,112.56
568183148,8,4,166.99
568407386,4,8,113.44
568964090,1,8,101.23
568971227,8,5,178.64
569139110,16,4,151.67
569161326,6,4,40.38
569233831,5,15,104.14
569418546,5,4,164.54
569625019,4,16,98.24
570031915,1,4,173.01
570049682,1,5,51.16
570071908,15,4,168.55
570164294,5,8,106.34
570414669,4,15,114.50
570446825,8,4,163.01
570458014,4,5,71.78
570595893,4,1,84.55
570622066,6,16,85.15
570651304,4,8,113.59
570700353,5,1,35.49
571272272,4,6,93.29
571332678,16,1,177.67
571387943,16,4,154.24
571481450,6,5,120.39
571671936,16,5,177.24
571702225,6,4,52.01
571876998,4,16,100.57
572293829,15,8,50.86
572303471,6,1,86.50
572367250,15,4,168.42
572587696,5,6,71.94
572680268,4,15,115.92
572710503,8,4,158.55
572769389,1,4,178.30
572895840,4,8,113.68
573031063,5,16,98.51
573472090,5,4,104.75
573510829,4,1,70.58
573634505,16,4,156.80
573645425,1,16,95.89
573977480,4,6,88.77
574079106,15,6,174.96
574126400,4,16,102.80
574156149,15,5,174.69
574243124,6,4,63.11
574408684,4,5,54.40
574442551,1,6,44.00
574654318,15,4,168.90
574924753,8,5,178.16
574946012,4,15,116.83
574974181,8,4,153.80
575141188,4,8,113.70
575412306,5,15,106.38
575607497,15,1,175.02
575790040,1,4,151.83
575879108,16,4,159.31
576112589,5,8,106.53
576373570,4,16,104.92
576639844,4,6,87.53
576714460,4,1,75.99
576776737,8,1,179.80
576784022,6,4,67.83
576784022,4,6,67.83
576935661,15,4,169.96
577213477,4,15,117.16
577237859,8,4,148.96
577387573,4,8,113.66
577435293,5,4,75.59
577492076,4,5,67.33
577568968,16,5,178.11
578083840,1,15,97.33
578121967,16,4,161.75
578618818,4,16,106.91
578767433,1,4,173.48
578832536,5,16,104.10
578854420,16,15,165.61
578962751,1,8,101.32
579213401,15,4,171.55
579324921,4,6,56.78
579394590,4,1,84.59
579484563,4,15,116.85
579501536,8,4,144.23
579635250,4,8,113.56
579885592,6,5,120.16
580358835,5,4,155.59
580363310,16,4,164.12
580388948,15,5,176.67
580433738,6,15,79.21
580862375,4,16,108.77
580877834,8,5,177.83
580943721,8,6,98.18
581129687,6,4,173.02
581170557,16,1,179.72
581249506,6,8,92.14
581319630,5,6,60.66
581459802,4,5,69.98
581489437,15,4,173.67
581567930,1,4,179.77
581700918,5,15,103.10
581761790,4,15,115.76
581765214,8,4,139.78
581865820,4,6,37.81
581884477,4,8,113.39
582071457,5,8,106.27
582196950,4,1,74.26
582603315,16,4,166.40
583104449,4,16,110.51
583208382,1,16,104.78
583435437,16,5,178.54
583643524,6,4,176.08
583765591,15,4,176.28
584028892,8,4,135.76
584048912,4,15,113.72
584135565,4,8,113.16
584406718,4,6,34.19
584406728,6,4,34.19
584496477,5,4,93.25
584565052,1,4,145.87
584594622,1,5,56.80
584620228,5,16,108.73
584842136,16,4,168.60
585337002,4,5,49.42
585345225,4,16,112.13
585372166,16,6,170.50
585373821,5,1,36.95
585479232,4,1,73.67
586043854,15,4,179.31
586292570,8,4,132.26
586351913,4,15,110.53
586388830,4,8,112.85
586536414,15,1,178.49
586694811,15,5,178.06
586786006,8,1,179.16
586833558,8,5,177.70
586947617,6,4,42.36
587079921,16,4,170.71
